full_group,type,cluster,mean_score,rest_mean_score,diff,group.x,method.x,type_sub.x,estimate,statistic,p.value,conf.low,conf.high,method.y,alternative,null.value,screen_method,bulk,type_pheno,group.y,ssGSEA type,type_sub.y,neg_log10_p,label,tumor_type
neg | DEGAS | Positive vs Rest,neg_marker_score,DEGAS_Positive,0.269326922336877,0.313115968855139,0.860150708127823,Positive vs Rest,DEGAS,neg,-0.0318469830065115,19699679,3.42639594090076e-35,-0.0369225854484144,-0.0268063054596665,Wilcoxon rank sum test with continuity correction,two.sided,0,DEGAS,GSE162228,survival,Positive vs Rest,neg_ssGSEA,neg,34.4651624531006,***,HER2
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.208389201226395,0.197832920650374,1.05335957504604,Positive vs Rest,scPP,pos,0.00903628678882358,225958372,6.89796525842427e-47,0.00780692647916452,0.0102654355168637,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_BRCA,binary,Positive vs Rest,pos_ssGSEA,pos,46.1612789972856,***,TNBC
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.355490651199596,0.377916219855831,0.940659946628408,Positive vs Rest,LP_SGL,neg,-0.00375946307994057,9799320,0.0296440936562604,-0.00712393595644337,-0.000376888252389683,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,1.528061823312,*,LUAD
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.355881798539704,0.377531097981723,0.942655586366908,Positive vs Rest,PIPET,neg,-0.00151114441318742,1600489,0.564992161866313,-0.00679879050049574,0.0036052804948585,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,0.247957577104138,NS,LUAD
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.37519819179025,0.397747332807993,0.943307876237528,Positive vs Rest,scAB,neg,-0.00242443246426806,45203224,0.00063325802347348,-0.00383151269126242,-0.00103030093972824,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,3.19841929892678,***,LUAD
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.282818413609993,0.384171861789256,0.736176804549881,Positive vs Rest,SCIPAC,neg,-0.030039647265533,13820130,0,-0.0313426799290074,-0.0287453026972785,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,300,***,LUAD
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.356069154615102,0.378276239654298,0.941293999698498,Positive vs Rest,scissor,neg,-0.00233372290127328,17529363,0.00881813577500234,-0.00410242694101968,-0.000586269693618341,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,2.05462321851941,**,LUAD
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.322429819377604,0.387923810024923,0.831167902163285,Positive vs Rest,scPP,neg,-0.0176890576657799,47312545,1.08906419244297e-293,-0.0186260449218432,-0.0167345071296793,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_LUAD,binary,Positive vs Rest,neg_ssGSEA,neg,292.962946481099,***,LUAD
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.26465244574544,0.151478607067294,1.74712753747378,Positive vs Rest,LP_SGL,pos,0.0773230412960553,14688911,3.23446031418261e-77,0.0682021100640165,0.0887090436304344,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,TCGA_LUAD,binary,Positive vs Rest,pos_ssGSEA,pos,76.4901981731484,***,LUAD
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.109255238456785,0.153913997301762,0.709846020323808,Positive vs Rest,PIPET,pos,-0.0229837592701192,1321701,0.000412070841483441,-0.0393223671996336,-0.00920532314012734,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,TCGA_LUAD,binary,Positive vs Rest,pos_ssGSEA,pos,3.38502811547024,***,LUAD
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.149347871967849,0.193409871922215,0.772183293869887,Positive vs Rest,scAB,pos,-0.0106282713804274,43510894,1.13949780744177e-11,-0.0139040351255561,-0.00748883204360442,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,TCGA_LUAD,binary,Positive vs Rest,pos_ssGSEA,pos,10.9432865061281,***,LUAD
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.400017590591563,0.136313169386763,2.93454838143031,Positive vs Rest,SCIPAC,pos,0.312130582569633,59030756,0,0.304120299365303,0.320180595688201,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,TCGA_LUAD,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.322232181627816,0.147358801306837,2.18671826026089,Positive vs Rest,scissor,pos,0.210637374269448,30100990,1.97187820173701e-306,0.199745868314675,0.221418513592624,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,TCGA_LUAD,binary,Positive vs Rest,pos_ssGSEA,pos,299.999999143625,***,LUAD
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.293648647777493,0.127179879987361,2.30892376849762,Positive vs Rest,scPP,pos,0.16366785408356,111327012,0,0.158074690750427,0.169264758620355,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,TCGA_LUAD,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,LUAD
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.178281747855175,0.225809404418426,0.789523130422052,Positive vs Rest,LP_SGL,neg,-0.0328862782761493,30664803,2.02447448080508e-54,-0.0372876221899153,-0.0285521876476445,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,53.6936876932919,***,OV
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.221947496260513,0.234357570153136,0.947046413373746,Positive vs Rest,PIPET,neg,-0.00409487772433329,194094601,0.000156826428984153,-0.00619619312696368,-0.00195995289847625,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,3.80458074653187,***,OV
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.240743459189778,0.214193602048384,1.12395261523917,Positive vs Rest,scAB,neg,0.0149009171033794,333224473,7.9474308625875e-69,0.0132005480976688,0.0165765387234679,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,68.0997732414726,***,OV
neg | SCIPAC | Positive vs Rest,neg_marker_score,SCIPAC_Positive,0.16495695897846,0.227429901498751,0.725309020016287,Positive vs Rest,SCIPAC,neg,-0.0444111408999847,41780386,4.83960151679668e-164,-0.0478881409915074,-0.040956381899589,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,163.315190395831,***,OV
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.197008636771208,0.226683204314593,0.869092341300229,Positive vs Rest,scissor,neg,-0.0227476911684292,80914642,2.32504559812429e-58,-0.0256576384484357,-0.0198839045924136,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,57.6335685254323,***,OV
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.15979229465696,0.225175625664862,0.709634065344112,Positive vs Rest,scPAS,neg,-0.0469082253976068,11181088,3.17921253759624e-53,-0.0532377992073353,-0.0406666677851315,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,52.4976804375398,***,OV
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.132611192957462,0.228223328489208,0.581058885764752,Positive vs Rest,scPP,neg,-0.0707307053745186,24931562,0,-0.0741624630565892,-0.0673078599689005,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE140082,binary,Positive vs Rest,neg_ssGSEA,neg,300,***,OV
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.265154930868403,0.168921318147257,1.56969489568661,Positive vs Rest,LP_SGL,pos,0.0198998016890803,54088327,2.32933892478603e-136,0.01793076286431,0.0219754691676829,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,135.632767315907,***,OV
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.160918652748778,0.219111832745403,0.73441333921823,Positive vs Rest,PIPET,pos,-0.0168456225076174,117250656.5,0,-0.0173892323477059,-0.0162990761426804,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,OV
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.194338563652792,0.15821169137004,1.2283451492738,Positive vs Rest,scAB,pos,0.0114397987710712,412657580.5,0,0.0111059968171443,0.0117941528416962,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,OV
pos | SCIPAC | Positive vs Rest,pos_marker_score,SCIPAC_Positive,0.20370322724067,0.170297816314704,1.19615877436874,Positive vs Rest,SCIPAC,pos,0.0021741253201884,64609442,1.52877762684591e-05,0.00118410812532057,0.00317542114008014,Wilcoxon rank sum test with continuity correction,two.sided,0,SCIPAC,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,4.8156556816624,***,OV
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.190460345991842,0.170357533218613,1.11800366202434,Positive vs Rest,scissor,pos,0.00188390142636383,100803821,1.85173814811184e-09,0.00128709755363136,0.00250554997214618,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,8.73242042633134,***,OV
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.268119579350127,0.170670295551729,1.57097975651459,Positive vs Rest,scPAS,pos,0.0185665180677445,23052785,6.10945101675271e-57,0.0160509540218763,0.0211189996911432,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,56.2139978128518,***,OV
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.217603722595199,0.170018684625728,1.27988122643239,Positive vs Rest,scPP,pos,0.00641256556694222,58448780,5.97060397821822e-31,0.00527601630061212,0.00757071370474948,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE140082,binary,Positive vs Rest,pos_ssGSEA,pos,30.2239817340064,***,OV
neg | LP_SGL | Positive vs Rest,neg_marker_score,LP_SGL_Positive,0.20937279344431,0.197259586556779,1.06140744335406,Positive vs Rest,LP_SGL,neg,0.0032343676335074,10971389,0.0419325322325338,0.000132580789962913,0.00635580339933421,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE9891,binary,Positive vs Rest,neg_ssGSEA,neg,1.37744891051773,*,OV
neg | PIPET | Positive vs Rest,neg_marker_score,PIPET_Positive,0.179188835298259,0.199788155245552,0.896894188136555,Positive vs Rest,PIPET,neg,-0.00524776844206717,114953740,8.91921555434819e-76,-0.00581288451078316,-0.00468589782689133,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE9891,binary,Positive vs Rest,neg_ssGSEA,neg,75.0496733401753,***,OV
neg | scAB | Positive vs Rest,neg_marker_score,scAB_Positive,0.212465626274577,0.196593911577253,1.08073350069688,Positive vs Rest,scAB,neg,0.00709182638457053,68502470,4.81996507846655e-39,0.00604099947291892,0.00813945916746109,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE9891,binary,Positive vs Rest,neg_ssGSEA,neg,38.3169561082932,***,OV
neg | scissor | Positive vs Rest,neg_marker_score,scissor_Positive,0.196760144947475,0.1976583217142,0.995455912207812,Positive vs Rest,scissor,neg,0.00046468066944208,291437237.5,0.0367147732242615,3.83933289894049e-05,0.000896369488032881,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE9891,binary,Positive vs Rest,neg_ssGSEA,neg,1.43515914994986,*,OV
neg | scPAS | Positive vs Rest,neg_marker_score,scPAS_Positive,0.186647942762422,0.197465071570197,0.945220039565684,Positive vs Rest,scPAS,neg,-0.000288070791155994,12639381,0.75757181649337,-0.0021445643154306,0.00153205960615958,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE9891,binary,Positive vs Rest,neg_ssGSEA,neg,0.120576190510967,NS,OV
neg | scPP | Positive vs Rest,neg_marker_score,scPP_Positive,0.184855801786539,0.198015377970659,0.93354265553017,Positive vs Rest,scPP,neg,-0.00396529989001266,55175106,3.87249436869641e-18,-0.00486038612228356,-0.0030754246938504,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE9891,binary,Positive vs Rest,neg_ssGSEA,neg,17.4120092051106,***,OV
pos | LP_SGL | Positive vs Rest,pos_marker_score,LP_SGL_Positive,0.540366416218532,0.209735792314984,2.57641488014121,Positive vs Rest,LP_SGL,pos,0.30605786576495,19003577,1.67048175929174e-186,0.292116952408873,0.319509557108638,Wilcoxon rank sum test with continuity correction,two.sided,0,LP_SGL,GSE9891,binary,Positive vs Rest,pos_ssGSEA,pos,185.777158262248,***,OV
pos | PIPET | Positive vs Rest,pos_marker_score,PIPET_Positive,0.173375538719295,0.21762923297891,0.796655561140064,Positive vs Rest,PIPET,pos,-0.0260933666961713,101780395,1.16865453725001e-207,-0.0279793897719662,-0.02425686867629,Wilcoxon rank sum test with continuity correction,two.sided,0,PIPET,GSE9891,binary,Positive vs Rest,pos_ssGSEA,pos,206.932313850463,***,OV
pos | scAB | Positive vs Rest,pos_marker_score,scAB_Positive,0.330888707756378,0.206419422418236,1.60299212099309,Positive vs Rest,scAB,pos,0.100453909583567,91577693,0,0.0963660241985459,0.10453203859096,Wilcoxon rank sum test with continuity correction,two.sided,0,scAB,GSE9891,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,OV
pos | scissor | Positive vs Rest,pos_marker_score,scissor_Positive,0.24947717162973,0.193736015972409,1.28771705342211,Positive vs Rest,scissor,pos,0.0331754052322017,357241396,0,0.0315497331019964,0.0348256437577226,Wilcoxon rank sum test with continuity correction,two.sided,0,scissor,GSE9891,binary,Positive vs Rest,pos_ssGSEA,pos,300,***,OV
pos | scPAS | Positive vs Rest,pos_marker_score,scPAS_Positive,0.227164517224284,0.2122590801408,1.07022284782162,Positive vs Rest,scPAS,pos,0.0115240746234766,13963992,0.000197842196909841,0.00546471461699394,0.0176666219624511,Wilcoxon rank sum test with continuity correction,two.sided,0,scPAS,GSE9891,binary,Positive vs Rest,pos_ssGSEA,pos,3.70368107406021,***,OV
pos | scPP | Positive vs Rest,pos_marker_score,scPP_Positive,0.256909210530034,0.210065397544558,1.22299633129982,Positive vs Rest,scPP,pos,0.011290118851274,66326434,1.30064599756033e-11,0.00791294308390319,0.0147805384162741,Wilcoxon rank sum test with continuity correction,two.sided,0,scPP,GSE9891,binary,Positive vs Rest,pos_ssGSEA,pos,10.8858408911605,***,OV
